지능범죄, 횡령, 75, 608, 0, 93, 515, 1170, 173, 256, 741, 7215, 624, 556, 6035, 814, 67, 75, 672, 2656, 336, 292, 2028, 493, , , , 696, 17662, 86, 709, 0, 103, 606, 1541, 270, 316, 955, 7560, 834, 635, 6091, 924, 60, 79, 785, 2803, 378, 382, 2043, 433, 49, 39, 345, 478, 14973, 117, 867, 1, 136, 730, 1750, 230, 372, 1148, 8670, 946, 774, 6950, 1188, 69, 105, 1014, 3564, 423, 472, 2669, 538, 63, 48, 427, 268, 15761, 127, 898, 3, 141, 754, 1636, 164, 371, 1101, 8082, 740, 645, 6697, 1132, 56, 110, 966, 3496, 372, 485, 2639, 560, 74, 39, 447, 293, 15751,
지능범죄, 배임, 8, 103, 0, 16, 87, 146, 0, 18, 128, 1126, 1, 46, 1079, 144, 1, 6, 137, 757, 15, 40, 702, 143, , , , 135, 5298, 14, 126, 0, 19, 107, 156, 0, 29, 127, 1004, 7, 45, 952, 160, 1, 10, 149, 869, 5, 56, 808, 151, 5, 6, 140, 117, 4913, 18, 148, 0, 19, 129, 184, 0, 35, 149, 1233, 0, 45, 1188, 223, 0, 11, 212, 926, 10, 72, 844, 162, 6, 6, 150, 53, 5478, 13, 154, 0, 22, 132, 201, 0, 22, 179, 1657, 0, 50, 1607, 309, 0, 14, 295, 1115, 16, 86, 1013, 233, 7, 5, 221, 96, 5583,
풍속범죄, 풍속범죄(소계), 393, 3677, 3, 458, 3216, 5832, 73, 793, 4966, 28153, 389, 1517, 26247, 2616, 202, 190, 2224, 7665, 2341, 799, 4525, 660, , , , 3830, 8557, 379, 3485, 7, 419, 3059, 5419, 131, 875, 4413, 22950, 535, 1423, 20992, 2331, 128, 204, 1999, 6735, 1756, 831, 4148, 638, 184, 54, 400, 2164, 6804, 361, 3134, 0, 402, 2732, 5012, 113, 813, 4086, 20337, 471, 1224, 18642, 2716, 142, 239, 2335, 7864, 2194, 993, 4677, 709, 192, 71, 446, 1012, 6869, 299, 2946, 0, 349, 2597, 4532, 151, 707, 3674, 17699, 474, 1185, 16040, 2316, 126, 197, 1993, 6090, 1288, 842, 3960, 646, 174, 58, 414, 918, 6248,
풍속범죄, 성풍속범죄, 22, 192, 0, 24, 168, 500, 71, 96, 333, 4868, 355, 220, 4293, 1016, 154, 63, 799, 4337, 2002, 315, 2020, 335, , , , 384, 3555, 51, 342, 7, 58, 277, 817, 116, 153, 548, 5670, 495, 330, 4845, 1210, 92, 102, 1016, 4518, 1569, 448, 2501, 424, 152, 32, 240, 267, 3022, 44, 381, 0, 62, 319, 850, 112, 190, 548, 6195, 464, 360, 5371, 1527, 123, 116, 1288, 5570, 2016, 608, 2946, 527, 176, 50, 301, 189, 3405, 30, 320, 0, 46, 274, 826, 151, 169, 506, 4437, 457, 314, 3666, 1099, 93, 89, 917, 3638, 1049, 406, 2183, 439, 140, 36, 263, 157, 2999,
풍속범죄, 도박범죄, 371, 3485, 3, 434, 3048, 5332, 2, 697, 4633, 23285, 34, 1297, 21954, 1600, 48, 127, 1425, 3328, 339, 484, 2505, 325, , , , 3446, 5002, 328, 3143, 0, 361, 2782, 4602, 15, 722, 3865, 17280, 40, 1093, 16147, 1121, 36, 102, 983, 2217, 187, 383, 1647, 214, 32, 22, 160, 1897, 3782, 317, 2753, 0, 340, 2413, 4162, 1, 623, 3538, 14142, 7, 864, 13271, 1189, 19, 123, 1047, 2294, 178, 385, 1731, 182, 16, 21, 145, 823, 3464, 269, 2626, 0, 303, 2323, 3706, 0, 538, 3168, 13262, 17, 871, 12374, 1217, 33, 108, 1076, 2452, 239, 436, 1777, 207, 34, 22, 151, 761, 3249,
특별경제범죄, , 305, 2947, 1, 490, 2456, 5059, 103, 1011, 3945, 31446, 392, 1823, 29231, 3827, 234, 346, 3247, 9864, 1626, 1308, 6930, 1324, , , , 2741, 34109, 445, 3627, 20, 566, 3041, 5925, 240, 1189, 4496, 33181, 557, 2116, 30508, 3973, 207, 381, 3385, 10573, 1508, 1547, 7518, 1526, 241, 130, 1155, 2104, 32073, 422, 3327, 1, 557, 2769, 5593, 142, 1177, 4274, 26277, 351, 1919, 24007, 3484, 130, 358, 2996, 9693, 1266, 1427, 7000, 1240, 167, 115, 958, 894, 32378, 480, 3918, 0, 644, 3274, 6293, 76, 1266, 4951, 28393, 308, 2042, 26043, 3743, 122, 350, 3271, 10945, 1272, 1687, 7986, 1422, 196, 141, 1085, 1033, 31421,
마약범죄, , 149, 373, 1, 64, 308, 718, 1, 208, 509, 2192, 15, 451, 1726, 137, 10, 27, 100, 444, 49, 63, 332, 94, , , , 272, 1030, 130, 334, 0, 75, 259, 730, 0, 274, 456, 1949, 5, 341, 1603, 141, 12, 19, 110, 481, 59, 105, 317, 81, 6, 11, 64, 177, 708, 122, 425, 0, 80, 345, 740, 1, 242, 497, 2112, 4, 302, 1806, 185, 7, 35, 143, 601, 63, 95, 443, 125, 13, 5, 107, 96, 643, 134, 355, 1, 69, 285, 789, 3, 277, 509, 2244, 27, 355, 1862, 193, 3, 44, 146, 700, 96, 146, 458, 104, 19, 11, 74, 73, 672,
보건범죄, , 196, 1478, 0, 206, 1272, 1905, 2, 216, 1687, 8809, 27, 411, 8371, 869, 22, 66, 781, 2996, 162, 230, 2604, 665, , , , 846, 2681, 233, 1420, 0, 204, 1216, 1752, 3, 228, 1521, 7472, 14, 380, 7078, 838, 19, 51, 768, 3869, 128, 308, 3433, 738, 51, 20, 667, 487, 2722, 275, 1911, 0, 274, 1637, 2260, 0, 316, 1944, 8949, 9, 414, 8526, 1126, 33, 74, 1019, 4231, 131, 371, 3729, 772, 60, 27, 685, 267, 3255, 208, 1643, 0, 240, 1403, 1938, 2, 266, 1670, 8311, 8, 391, 7912, 1016, 17, 72, 927, 4415, 139, 353, 3923, 874, 47, 39, 788, 294, 3386,
환경범죄, , 28, 268, 0, 30, 238, 338, 2, 51, 285, 1216, 5, 59, 1152, 189, 1, 6, 182, 430, 7, 27, 396, 66, , , , 116, 462, 25, 266, 0, 38, 228, 294, 0, 46, 248, 1177, 0, 69, 1108, 207, 1, 5, 201, 530, 7, 34, 489, 81, 4, 6, 71, 118, 549, 24, 283, 0, 42, 241, 380, 0, 57, 323, 1272, 0, 65, 1207, 250, 1, 7, 242, 644, 7, 50, 587, 94, 5, 4, 85, 81, 560, 20, 226, 0, 34, 192, 322, 0, 43, 279, 1101, 1, 49, 1051, 176, 1, 4, 171, 656, 13, 54, 589, 123, 2, 4, 117, 38, 474,
교통범죄, , 1240, 14256, 26, 1761, 12469, 22758, 1469, 3091, 18198, 219373, 6039, 6752, 206582, 20051, 1210, 985, 17856, 68078, 7236, 3754, 57088, 6674, , , , 21309, 150611, 1240, 14984, 22, 1847, 13115, 23798, 1735, 3364, 18699, 195108, 6502, 6206, 182400, 22058, 994, 1041, 20023, 73666, 7600, 4258, 61808, 7187, 1367, 319, 5501, 17052, 156983, 1508, 16282, 14, 2059, 14209, 26739, 1043, 3695, 22001, 192789, 4447, 6447, 181895, 27411, 821, 1211, 25379, 86516, 6858, 5682, 73976, 7928, 1398, 333, 6197, 12142, 165441, 1455, 15706, 13, 2010, 13683, 26088, 947, 3673, 21468, 184653, 4062, 6170, 174421, 26364, 724, 1121, 24519, 81387, 6559, 5738, 69090, 7308, 1199, 311, 5798, 11804, 178361,
노동범죄, , 11, 97, 0, 19, 78, 231, 0, 55, 176, 1420, 4, 90, 1326, 145, 4, 23, 118, 228, 21, 32, 175, 36, , , , 93, 380, 12, 169, 0, 23, 146, 273, 2, 45, 226, 1149, 0, 96, 1053, 111, 2, 5, 104, 265, 20, 32, 213, 25, 3, 5, 17, 44, 330, 8, 150, 0, 15, 135, 203, 0, 35, 168, 1185, 1, 69, 1115, 152, 1, 14, 137, 260, 7, 40, 213, 28, 3, 3, 22, 14, 309, 9, 100, 0, 10, 90, 190, 0, 32, 158, 1063, 0, 58, 1005, 117, 0, 11, 106, 225, 3, 39, 183, 23, 1, 5, 17, 50, 354,
안보범죄, , 0, 5, 0, 1, 4, 8, 0, 5, 3, 31, 0, 4, 27, 12, 0, 3, 9, 42, 1, 6, 35, 10, , , , 4, 48, 1, 2, 0, 1, 1, 6, 2, 2, 2, 39, 0, 2, 37, 9, 0, 2, 7, 43, 3, 7, 33, 6, 0, 1, 5, 1, 19, 0, 5, 0, 0, 5, 7, 0, 5, 2, 20, 1, 4, 15, 5, 0, 1, 4, 73, 2, 5, 66, 9, 2, 1, 6, 2, 31, 1, 1, 0, 0, 1, 3, 0, 2, 1, 22, 0, 2, 20, 10, 0, 1, 9, 20, 1, 5, 14, 4, 1, 0, 3, 3, 26,
선거범죄, , 2, 24, 0, 1, 23, 18, 0, 5, 13, 109, 0, 3, 106, 24, 0, 2, 22, 103, 1, 4, 98, 28, , , , 10, 82, 7, 58, 0, 9, 49, 66, 2, 8, 56, 521, 9, 15, 497, 72, 2, 5, 65, 439, 45, 22, 372, 181, 19, 5, 157, 38, 473, 0, 19, 0, 3, 16, 24, 0, 3, 21, 95, 1, 2, 92, 24, 4, 2, 18, 117, 10, 9, 98, 32, 3, 1, 28, 1, 97, 9, 109, 0, 12, 97, 155, 0, 23, 132, 659, 2, 24, 633, 145, 6, 9, 130, 653, 40, 46, 567, 232, 18, 7, 207, 18, 820,
병역범죄, , 4, 50, 0, 8, 42, 807, 2, 49, 756, 8653, 9, 1203, 7441, 1091, 88, 239, 764, 3178, 684, 1156, 1338, 408, , , , 544, 8017, 2, 66, 1, 13, 52, 1019, 3, 83, 933, 9568, 9, 1259, 8300, 1246, 92, 244, 910, 4015, 843, 1445, 1727, 419, 137, 124, 158, 357, 1667, 2, 70, 0, 10, 60, 1277, 1, 102, 1174, 11892, 2, 1545, 10345, 1582, 113, 326, 1143, 5184, 1042, 2087, 2055, 512, 171, 176, 165, 356, 2325, 4, 41, 0, 4, 37, 1325, 2, 98, 1225, 10059, 4, 1267, 8788, 1230, 88, 266, 876, 3933, 726, 1660, 1547, 352, 108, 126, 118, 319, 1260,
기타범죄, , 1255, 11373, 23, 1612, 9738, 17949, 1025, 3280, 13644, 89771, 2671, 6144, 80956, 10042, 602, 838, 8602, 27480, 3308, 3138, 21034, 4327, , , , 8955, 53629, 1456, 11623, 16, 1726, 9881, 18250, 1299, 3421, 13530, 80762, 3723, 5812, 71227, 9368, 528, 790, 8050, 27678, 3673, 3351, 20654, 4484, 627, 309, 3548, 5236, 49575, 1529, 12102, 2, 1849, 10251, 18163, 833, 3424, 13906, 79995, 3525, 5929, 70541, 10225, 550, 838, 8837, 29873, 3507, 3809, 22557, 4574, 584, 294, 3696, 3147, 53916, 1684, 12592, 6, 2114, 10472, 19675, 681, 3583, 15411, 83305, 3066, 6016, 74223, 10971, 541, 908, 9522, 33587, 4061, 4419, 25107, 4942, 618, 334, 3990, 3377, 60721, 
